,article_name,article_quality,country,revision_id,population
407,Jehoash Mayanja Nkangi,Start,Uganda,790837175,"40,141,000"
408,Joash Mayanja Nkangi,C,Uganda,790993796,"40,141,000"
409,Moses Adome,Stub,Uganda,791007274,"40,141,000"
410,Paulson Luttamaguzi,Stub,Uganda,791007297,"40,141,000"
411,Charles Engola,Start,Uganda,793154991,"40,141,000"
412,Cerinah Nebanda,Start,Uganda,793515881,"40,141,000"
413,John Ssebaana Kizito,Start,Uganda,793539141,"40,141,000"
414,Persis Namuganza,Start,Uganda,793628029,"40,141,000"
415,Christine Amongin Aporu,Start,Uganda,794194807,"40,141,000"
416,Christine Ondoa,Start,Uganda,794200311,"40,141,000"
417,Concy Aciro,Start,Uganda,795100048,"40,141,000"
418,Peace Mutuuzo,Start,Uganda,795181968,"40,141,000"
419,Patrick Kayemba,Stub,Uganda,795404749,"40,141,000"
420,Alengot Oromait,Start,Uganda,795458281,"40,141,000"
421,Beti Kamya-Turwomwe,C,Uganda,796177970,"40,141,000"
422,Abdu Katuntu,Start,Uganda,796406864,"40,141,000"
423,Loyce Biira Bwambale,Start,Uganda,796684047,"40,141,000"
424,Mike Kennedy Sebalu,Stub,Uganda,796694225,"40,141,000"
425,Miria Matembe,Start,Uganda,796695675,"40,141,000"
426,Kalema of Buganda,Start,Uganda,796808819,"40,141,000"
427,Maria Mutagamba,C,Uganda,796899099,"40,141,000"
428,Sarah Achieng Opendi,Start,Uganda,796991691,"40,141,000"
429,Benedicto Kiwanuka,Start,Uganda,797399615,"40,141,000"
430,Yusuf Lule,Start,Uganda,797449179,"40,141,000"
431,Miria Obote,Stub,Uganda,797874277,"40,141,000"
432,Grace Akello,Start,Uganda,798483499,"40,141,000"
433,Joyce Moriku,Start,Uganda,798506935,"40,141,000"
434,David Karubanga,Stub,Uganda,799178559,"40,141,000"
435,Peter Takirambudde,Stub,Uganda,799513148,"40,141,000"
436,Mustafa Adrisi,Stub,Uganda,799651351,"40,141,000"
437,Rose Namayanja,C,Uganda,800003733,"40,141,000"
438,Timeline of Kampala,C,Uganda,800090136,"40,141,000"
439,Dora Byamukama,Stub,Uganda,800350710,"40,141,000"
440,Kirya Balaki Kebba,C,Uganda,800452152,"40,141,000"
441,Ismail Ogama,Stub,Uganda,800595514,"40,141,000"
442,Kassiano Wadri,Stub,Uganda,800595577,"40,141,000"
443,Abraham Waligo,Stub,Uganda,800900766,"40,141,000"
444,Rebecca Kadaga,C,Uganda,800965489,"40,141,000"
445,Emma Boona,C,Uganda,801577218,"40,141,000"
446,Augustine Nshimye,Start,Uganda,801836959,"40,141,000"
447,Ibrahim Ssemujju Nganda,Start,Uganda,801874546,"40,141,000"
448,Paulo Muwanga,C,Uganda,802211455,"40,141,000"
449,Christopher Kibanzanga,Start,Uganda,802286792,"40,141,000"
450,Ezekiel Tenywa Wako of Busoga,Stub,Uganda,802517620,"40,141,000"
451,Robert Kyagulanyi Ssentamu,GA,Uganda,802822017,"40,141,000"
452,Mariam Najjemba,Start,Uganda,802972400,"40,141,000"
453,Bernadette Olowo,Stub,Uganda,803360897,"40,141,000"
454,Monica Azuba Ntege,Start,Uganda,803417110,"40,141,000"
455,Benna Namugwanya,Start,Uganda,804317144,"40,141,000"
456,Dorothy Hyuha,Start,Uganda,804643751,"40,141,000"
457,Sam Cheptoris,Start,Uganda,804781815,"40,141,000"
458,Betty Oyella Bigombe,C,Uganda,804829931,"40,141,000"
459,Muwenda Mutebi II of Buganda,C,Uganda,804856220,"40,141,000"
460,Nabilah Naggayi Sempala,Start,Uganda,804883827,"40,141,000"
461,Charles Mayiga,Start,Uganda,804903944,"40,141,000"
462,Muteesa I of Buganda,Start,Uganda,805179937,"40,141,000"
463,Mwanga II of Buganda,C,Uganda,805289323,"40,141,000"
464,Idi Amin,B,Uganda,805328243,"40,141,000"
465,Irene Muloni,Start,Uganda,805393764,"40,141,000"
466,Gershom Sizomu,Start,Uganda,805409966,"40,141,000"
467,Specioza Kazibwe,Start,Uganda,805435381,"40,141,000"
468,Janet Museveni,C,Uganda,805463795,"40,141,000"
469,Evelyn Anite,C,Uganda,805660978,"40,141,000"
470,Betty Amongi,Start,Uganda,805668648,"40,141,000"
471,Cecilia Ogwal,Start,Uganda,805668810,"40,141,000"
472,Doreen Amule,Start,Uganda,805678630,"40,141,000"
473,Muhammad Nsereko,C,Uganda,806171535,"40,141,000"
474,Betty Nambooze,Start,Uganda,806171836,"40,141,000"
475,Barbara Nekesa Oundo,Start,Uganda,806276711,"40,141,000"
476,Oliver Wonekha,Start,Uganda,806276835,"40,141,000"
477,Margaret Zziwa,Start,Uganda,806337809,"40,141,000"
478,Mutesa II of Buganda,C,Uganda,806741960,"40,141,000"
479,Ignatius K. Musaazi,C,Uganda,807146511,"40,141,000"
480,Template:Namibia-politician-stub,Stub,Namibia,391862409,"2,482,100"
481,Template:Namibia-mayor-stub,Stub,Namibia,444756008,"2,482,100"
482,Karlous Marx Shinohamba,Stub,Namibia,706945392,"2,482,100"
483,Dawid Bezuidenhout,Stub,Namibia,714705477,"2,482,100"
484,Gabes Shihepo,Stub,Namibia,714887791,"2,482,100"
485,Themistokles Dudu Murorua,Stub,Namibia,715035025,"2,482,100"
486,Johannes Nakwafila,Stub,Namibia,715168821,"2,482,100"
487,Kaire Mbuende,Stub,Namibia,715193056,"2,482,100"
488,Jhonny Haikella Hakaye,Stub,Namibia,715558961,"2,482,100"
489,Rihupisa Justus Kandando,Stub,Namibia,715716890,"2,482,100"
490,Sebastian Ignatius ?Gobs,Stub,Namibia,715737685,"2,482,100"
491,Hans Booys,Stub,Namibia,716991969,"2,482,100"
492,Isak Katali,Stub,Namibia,717212350,"2,482,100"
493,Paulus Kapia,Stub,Namibia,717631584,"2,482,100"
494,Johannes Isaaks,Stub,Namibia,717961259,"2,482,100"
495,Usko Nghaamwa,Stub,Namibia,719244071,"2,482,100"
496,Nangolo Ithete,Stub,Namibia,719408472,"2,482,100"
497,Solomon Witbooi,Stub,Namibia,719434480,"2,482,100"
498,Willem Appollus,Stub,Namibia,719595059,"2,482,100"
499,Reggie Diergaardt,Stub,Namibia,719824825,"2,482,100"
500,Hadino Hishongwa,Stub,Namibia,719949040,"2,482,100"
501,Erastus Tjejamba,Stub,Namibia,720139575,"2,482,100"
502,Gottlob Mbaukua,Stub,Namibia,720139591,"2,482,100"
503,Ambrosius Haingura,Stub,Namibia,721140900,"2,482,100"
504,John Shaetonhodi,Stub,Namibia,721902067,"2,482,100"
505,Theofelus Eiseb,Stub,Namibia,725653685,"2,482,100"
506,Hilma Nicanor,Stub,Namibia,725836779,"2,482,100"
507,Johan de Waal,Start,Namibia,726241234,"2,482,100"
508,Leon Jooste,Stub,Namibia,726241279,"2,482,100"
509,Eben van Zijl,Start,Namibia,726241614,"2,482,100"
510,Kalla Gertze,Start,Namibia,726549300,"2,482,100"
511,Festus Ueitele,Stub,Namibia,726575925,"2,482,100"
512,Moses Amweelo,Stub,Namibia,726634885,"2,482,100"
513,Paul Smit,Start,Namibia,726685653,"2,482,100"
514,Alpheus Muheua,Stub,Namibia,726826653,"2,482,100"
515,Tjekero Tweya,Start,Namibia,732970610,"2,482,100"
516,Lawrence Sampofu,Stub,Namibia,735098018,"2,482,100"
517,Marten Kapewasha,Stub,Namibia,736632076,"2,482,100"
518,Mose Penaani Tjitendero,Stub,Namibia,737894808,"2,482,100"
519,Clemens Kashuupulwa,Stub,Namibia,739326407,"2,482,100"
520,Muesee Kazapua,Stub,Namibia,742567576,"2,482,100"
521,Jan de Wet,Start,Namibia,749312888,"2,482,100"
522,Auguste Xoagus,Stub,Namibia,749384677,"2,482,100"
523,Arnold Tjihuiko,Stub,Namibia,749557521,"2,482,100"
524,Hafeni Ndemula,Stub,Namibia,750064392,"2,482,100"
525,Billy Mwaningange,Stub,Namibia,750168721,"2,482,100"
526,Thimoteus Tjamuaha,Stub,Namibia,750423258,"2,482,100"
527,Ignatius Shixwameni,Stub,Namibia,756962215,"2,482,100"
528,Hansina Christiaan,Stub,Namibia,757074156,"2,482,100"
529,Elma Dienda,Stub,Namibia,757074197,"2,482,100"
530,Clara Gowases,Stub,Namibia,757074271,"2,482,100"
531,Petrina Haingura,Stub,Namibia,757074308,"2,482,100"
532,Agnes Kafula,Stub,Namibia,757075026,"2,482,100"
533,Rosa Kavara,Stub,Namibia,757075263,"2,482,100"
534,Ngohauvi Lydia Kavetu,Stub,Namibia,757075306,"2,482,100"
535,Agnes Limbo,Start,Namibia,757075328,"2,482,100"
536,Teopolina Mushelenga,Start,Namibia,757075486,"2,482,100"
537,Pashukeni Shoombe,Stub,Namibia,757076190,"2,482,100"
538,Katrina Hanse-Himarwa,Stub,Namibia,757565608,"2,482,100"
539,Henock Kankoshi,Stub,Namibia,757916897,"2,482,100"
540,Ida Hoffmann,Stub,Namibia,758853149,"2,482,100"
541,Sirkka Ausiku,Stub,Namibia,763773708,"2,482,100"
542,Royal /Ui/o/oo,Stub,Namibia,765635399,"2,482,100"
543,Andrew Matjila,Stub,Namibia,767169616,"2,482,100"
544,Nathaniel Maxuilili,Stub,Namibia,768127257,"2,482,100"
545,Richard Kamwi,Start,Namibia,768705466,"2,482,100"
546,Joel Kaapanda,Start,Namibia,768706125,"2,482,100"
547,Rebecca Ndjoze-Ojo,Start,Namibia,768706805,"2,482,100"
548,Pohamba Shifeta,Start,Namibia,768706876,"2,482,100"
549,Uahekua Herunga,Stub,Namibia,768707364,"2,482,100"
550,Silvia Makgone,Stub,Namibia,768707856,"2,482,100"
551,Uilika Nambahu,Stub,Namibia,768797762,"2,482,100"
552,Pauline Dempers,Start,Namibia,768809413,"2,482,100"
553,Kovambo Nujoma,Start,Namibia,768878536,"2,482,100"
554,Penehupifo Pohamba,Start,Namibia,770535053,"2,482,100"
555,Hendrik Witbooi (politician),Start,Namibia,772596247,"2,482,100"
556,Ben Amathila,Start,Namibia,773039495,"2,482,100"
557,Heiko Lucks,Stub,Namibia,773070957,"2,482,100"
558,Netumbo Nandi-Ndaitwah,Start,Namibia,773073864,"2,482,100"
559,Erasmus Hendjala,Stub,Namibia,773588389,"2,482,100"
560,Cornelius Thuhageni Njoba,Stub,Namibia,774841020,"2,482,100"
561,Jurie Viljoen,Start,Namibia,777857622,"2,482,100"
562,Kandy Nehova,Stub,Namibia,778252266,"2,482,100"
563,Laura McLeod-Katjirua,Start,Namibia,779986740,"2,482,100"
564,Lempy Lucas,Start,Namibia,780240233,"2,482,100"
565,Jager Afrikaner,Start,Namibia,781797749,"2,482,100"
566,Jan Jonker Afrikaner,Stub,Namibia,781797819,"2,482,100"
567,Usutuaije Maamberua,Start,Namibia,782432741,"2,482,100"
568,Lucia Witbooi,Stub,Namibia,782487405,"2,482,100"
569,Philemon Moongo,Start,Namibia,782702063,"2,482,100"
570,Margaret Mensah-Williams,Start,Namibia,783424239,"2,482,100"
571,Marlene Mungunda,Stub,Namibia,783659445,"2,482,100"
572,Matheus Shikongo,Stub,Namibia,783936425,"2,482,100"
573,Hendrina Afrikaner,Stub,Namibia,785009070,"2,482,100"
574,Nickey Iyambo,C,Namibia,785237742,"2,482,100"
575,Willem Konjore,Stub,Namibia,785239830,"2,482,100"
576,Christian Afrikaner,Stub,Namibia,785267613,"2,482,100"
577,Manasse ?Noreseb,GA,Namibia,787159099,"2,482,100"
578,Emil Appolus,Start,Namibia,787547117,"2,482,100"
579,Saara Kuugongelwa,Start,Namibia,787813373,"2,482,100"
580,Bernhardt Esau,Start,Namibia,787890930,"2,482,100"
581,John Pandeni,Start,Namibia,788618481,"2,482,100"
582,Loide Kasingo,Start,Namibia,788620617,"2,482,100"
583,Anton von Wietersheim,Stub,Namibia,789457805,"2,482,100"
584,Emma Tuahepa,Stub,Namibia,789936651,"2,482,100"
585,Template:Namibian-politician-stub,Stub,Namibia,789946235,"2,482,100"
586,Asser Mbai,Stub,Namibia,789979998,"2,482,100"
587,Piet van der Walt,Stub,Namibia,790732456,"2,482,100"
588,Tom Alweendo,Stub,Namibia,790926872,"2,482,100"
589,Jeremia Nambinga,Stub,Namibia,790971471,"2,482,100"
590,Lucia Basson,Stub,Namibia,791521544,"2,482,100"
591,Monica Geingos,Stub,Namibia,792295818,"2,482,100"
592,Albert Kawana,Start,Namibia,792363345,"2,482,100"
593,Buddy Wentworth,Stub,Namibia,792553915,"2,482,100"
594,Bernadus Swartbooi,Stub,Namibia,792730125,"2,482,100"
595,Sophia Shaningwa,Stub,Namibia,793644087,"2,482,100"
596,Clemens Kapuuo,Start,Namibia,794649810,"2,482,100"
597,Joseph Obgeb Jimmy,Stub,Namibia,797028914,"2,482,100"
598,Andreas Shipanga,C,Namibia,797218947,"2,482,100"
599,Hermanus Beukes,Start,Namibia,797219044,"2,482,100"
600,Elaine Trepper,Stub,Namibia,797422099,"2,482,100"
601,Anton Lubowski,Start,Namibia,797926029,"2,482,100"
602,John Ya-Otto,Stub,Namibia,798445586,"2,482,100"
603,Peya Mushelenga,Start,Namibia,798678085,"2,482,100"
604,Rosa Namises,C,Namibia,798722629,"2,482,100"
605,Mohammed Stuart,Stub,Namibia,799023818,"2,482,100"
606,David Namwandi,Start,Namibia,799202571,"2,482,100"
607,Dawid Boois,Start,Namibia,799283073,"2,482,100"
608,Nora Schimming-Chase,Stub,Namibia,799298806,"2,482,100"
609,Peter Naholo,Stub,Namibia,799511171,"2,482,100"
610,Monica Nashandi,Start,Namibia,799557543,"2,482,100"
611,Sakaria Nashandi,Stub,Namibia,799557683,"2,482,100"
612,Penda Ya Ndakolo,Stub,Namibia,799557832,"2,482,100"
613,Wilfried Emvula,Stub,Namibia,799559369,"2,482,100"
614,Elia Kaiyamo,Start,Namibia,799560238,"2,482,100"
615,Marx Nekongo,Stub,Namibia,799561144,"2,482,100"
616,Priscilla Beukes,Stub,Namibia,799566361,"2,482,100"
617,Philemon Malima,Start,Namibia,799949216,"2,482,100"
618,Rosalia Nghidinwa,Start,Namibia,800002912,"2,482,100"
619,Rudolph Kamburona,Stub,Namibia,800014905,"2,482,100"
620,Samuel Mbambo,Start,Namibia,800067483,"2,482,100"
621,Brendan Simbwaye,Start,Namibia,800092405,"2,482,100"
622,First Lady of Namibia,Stub,Namibia,800356701,"2,482,100"
623,Doreen Sioka,Start,Namibia,800360997,"2,482,100"
624,Steve Bezuidenhout,Stub,Namibia,800697620,"2,482,100"
625,Erastus Uutoni,Start,Namibia,801845003,"2,482,100"
626,Pendukeni Iivula-Ithana,C,Namibia,803055843,"2,482,100"
627,Nehale Mpingana,Start,Namibia,803403039,"2,482,100"
628,John Mabuku,Stub,Namibia,804447986,"2,482,100"
629,Libertina Amathila,Start,Namibia,804939484,"2,482,100"
630,Frans Indongo,Start,Namibia,804964495,"2,482,100"
631,Eric Biwa,Stub,Namibia,804964895,"2,482,100"
632,Steve Mogotsi,Start,Namibia,805008003,"2,482,100"
633,Clara Bohitile,Start,Namibia,805008074,"2,482,100"
634,Michael Goreseb,Stub,Namibia,805053642,"2,482,100"
635,Lydia Katjita,Start,Namibia,805054018,"2,482,100"
636,Asser Kuveri Kapere,Start,Namibia,805055267,"2,482,100"
637,Immanuel Ngatjizeko,Start,Namibia,805120872,"2,482,100"
638,Elijah Ngurare,Start,Namibia,805772941,"2,482,100"
639,Sacky Shanghala,Stub,Namibia,805855320,"2,482,100"
640,Angelika Muharukua,Start,Namibia,805981237,"2,482,100"
641,Martin Andjaba,Stub,Namibia,806653470,"2,482,100"
642,Jonker Afrikaner,Start,Namibia,806995404,"2,482,100"
643,Kanuni (hompa),Start,Namibia,807120122,"2,482,100"
644,Gustaphine Tjombe,Stub,Namibia,807168546,"2,482,100"
645,Template:Nigeria-politician-stub,Stub,Nigeria,391862819,"181,839,400"
646,Template:Nigeria-diplomat-stub,Stub,Nigeria,548342756,"181,839,400"
647,Template:Nigeria-activist-stub,Stub,Nigeria,563278068,"181,839,400"
648,Aliyu Ibrahim Gebi,Stub,Nigeria,639021339,"181,839,400"
649,Azeez Issa Adesiji,Stub,Nigeria,671511760,"181,839,400"
650,Salisu Buhari,Stub,Nigeria,677435096,"181,839,400"
651,Template:RiversState-politician-stub,Stub,Nigeria,683127263,"181,839,400"
652,Template:Abia State-politician-stub,Stub,Nigeria,683996491,"181,839,400"
653,Igwe Aja-Nwachukwu,Stub,Nigeria,691389889,"181,839,400"
654,Christopher Nwankwo,Stub,Nigeria,696479863,"181,839,400"
655,Henry Ajomale,Stub,Nigeria,704094181,"181,839,400"
656,Kolapo Ishola,Start,Nigeria,704235837,"181,839,400"
657,Philip O. Emafo,Stub,Nigeria,704719275,"181,839,400"
658,Gidado dan Laima,Start,Nigeria,705586751,"181,839,400"
659,Jolly Nyame,Stub,Nigeria,706146554,"181,839,400"
660,Michael Botmang,Stub,Nigeria,709667983,"181,839,400"
661,Aliyu Musa,Stub,Nigeria,710281144,"181,839,400"
662,Suleiman Takuma,Start,Nigeria,710317252,"181,839,400"
663,Igwegbe Odum,Stub,Nigeria,710422165,"181,839,400"
664,Isaac Shaahu,Stub,Nigeria,710510120,"181,839,400"
665,Ahmed Musa (politician),Stub,Nigeria,710510264,"181,839,400"
666,John Kadiya,Stub,Nigeria,710510671,"181,839,400"
667,Mahmud Tukur,Stub,Nigeria,710518211,"181,839,400"
668,Dapo Sarumi,Stub,Nigeria,710533184,"181,839,400"
669,Abraham Imogie,Stub,Nigeria,710533207,"181,839,400"
670,Adelusi Adeluyi,Stub,Nigeria,710533503,"181,839,400"
671,Samuel Edem,Stub,Nigeria,710985648,"181,839,400"
672,Jacob Obande,Stub,Nigeria,711417189,"181,839,400"
673,Abba Habib,Stub,Nigeria,711545907,"181,839,400"
674,Ganiyu Dawodu,Stub,Nigeria,711978679,"181,839,400"
675,Wahab Goodluck,Stub,Nigeria,712081212,"181,839,400"
676,Eddie Mbadiwe,Stub,Nigeria,712155706,"181,839,400"
677,George Agbazika Innih,Start,Nigeria,712289148,"181,839,400"
678,Oluseyi Bajulaiye,Stub,Nigeria,712500159,"181,839,400"
679,Vincent Eze Ogbulafor,Stub,Nigeria,714196192,"181,839,400"
680,Joseph Tarka,Start,Nigeria,715792629,"181,839,400"
681,Peter Onu,Stub,Nigeria,716145017,"181,839,400"
682,Ayisha Osori,Start,Nigeria,717055090,"181,839,400"
683,Chukwuemeka Ujam,Stub,Nigeria,717185387,"181,839,400"
684,Mamuda Aliyu Shinkafi,Stub,Nigeria,717224947,"181,839,400"
685,Steven Lawani,Stub,Nigeria,717363689,"181,839,400"
686,John Ewerekumoh Yeri,Stub,Nigeria,717535392,"181,839,400"
687,Sani Ndanusa,Start,Nigeria,717537537,"181,839,400"
688,Musa Inuwa,Stub,Nigeria,717577322,"181,839,400"
689,Shehu Kangiwa,Start,Nigeria,717579914,"181,839,400"
690,Usman Faruk,Start,Nigeria,717587144,"181,839,400"
691,Mike Attah,Stub,Nigeria,717587540,"181,839,400"
692,Datti Abubakar,Stub,Nigeria,717588432,"181,839,400"
693,John Kpera,Start,Nigeria,717589198,"181,839,400"
694,Mustapha Ismail,Stub,Nigeria,717595920,"181,839,400"
695,Joe Kalu-Igboama,Stub,Nigeria,717595956,"181,839,400"
696,Tanko Zubairu,Start,Nigeria,717597698,"181,839,400"
697,Sunday Tuoyo,Stub,Nigeria,717601015,"181,839,400"
698,Sunday Abiodun Olukoya,Stub,Nigeria,717602204,"181,839,400"
699,Tony Ene Asuquo,Stub,Nigeria,717628113,"181,839,400"
700,Chukwuemeka Chikelu,Start,Nigeria,717711844,"181,839,400"
701,Broderick Bozimo,Stub,Nigeria,717802214,"181,839,400"
702,Olu Agunloye,Stub,Nigeria,717872176,"181,839,400"
703,Saidu Barda,Start,Nigeria,718146373,"181,839,400"
704,Werinipre Seibarugo,Stub,Nigeria,718210388,"181,839,400"
705,Musa Usman,Start,Nigeria,718225373,"181,839,400"
706,Omoniyi Caleb Olubolade,Start,Nigeria,718461820,"181,839,400"
707,Sefiu Adegbenga Kaka,Stub,Nigeria,719905993,"181,839,400"
708,Kingsley Esiso,Stub,Nigeria,720011103,"181,839,400"
709,Ikeje Asogwa,Start,Nigeria,720083087,"181,839,400"
710,Ignatius Olisemeka,Stub,Nigeria,720161941,"181,839,400"
711,Alhaji Hassan Dalhat,Stub,Nigeria,721581071,"181,839,400"
712,Maurice Ekpenyong,Stub,Nigeria,722438087,"181,839,400"
713,Joshua M. Lidani,Stub,Nigeria,722467684,"181,839,400"
714,Haliru Dantoro,Stub,Nigeria,722859616,"181,839,400"
715,Patrick Ekpotu,Stub,Nigeria,723745966,"181,839,400"
716,Saviour Friday Udoh,Stub,Nigeria,725060895,"181,839,400"
717,Ibrahim Dasuki Jalo-Waziri,Start,Nigeria,725377530,"181,839,400"
718,Stephen Oluwole Awokoya,Start,Nigeria,725642924,"181,839,400"
719,Yinka Durosinmi,Start,Nigeria,725668970,"181,839,400"
720,Mahmud Shinkafi,Stub,Nigeria,726805368,"181,839,400"
721,Muhammed K. Abubakar,Stub,Nigeria,726818559,"181,839,400"
722,Nduese Essien,Start,Nigeria,726818744,"181,839,400"
723,Oladapo Afolabi,Start,Nigeria,727741721,"181,839,400"
724,Lloyd Chukwuemeka,Stub,Nigeria,730632839,"181,839,400"
725,Jerry Needam,Stub,Nigeria,730842731,"181,839,400"
726,Ojo Maduekwe,Start,Nigeria,731021539,"181,839,400"
727,Clifford Ohiagu,Stub,Nigeria,731276297,"181,839,400"
728,Njoku Nnamdi,Stub,Nigeria,731276344,"181,839,400"
729,Iheanacho Obioma,Stub,Nigeria,731276359,"181,839,400"
730,Uchechukwu N. Maduako,Stub,Nigeria,731276379,"181,839,400"
731,Anthony Eze Enwereuzor,Stub,Nigeria,731276422,"181,839,400"
732,Macebuh Chinonyerem,Stub,Nigeria,731276452,"181,839,400"
733,Nwakanwa Chimaobi,Stub,Nigeria,731276490,"181,839,400"
734,Ameh Ebute,Stub,Nigeria,731276619,"181,839,400"
735,Tanimowo Ogunlesi,Stub,Nigeria,731579887,"181,839,400"
736,Raphael Nomiye,Start,Nigeria,732432078,"181,839,400"
737,Elizabeth Ativie,Start,Nigeria,737060177,"181,839,400"
738,Achike Udenwa,Stub,Nigeria,737673853,"181,839,400"
739,Michael O. Chinda,Stub,Nigeria,737771495,"181,839,400"
740,Martins Amaewhule,Stub,Nigeria,737781073,"181,839,400"
741,Frank Eke,Stub,Nigeria,737787109,"181,839,400"
742,Sarafa Tunji Ishola,Start,Nigeria,739125240,"181,839,400"
743,John Mark Inienger,Start,Nigeria,739129789,"181,839,400"
744,Adamu Waziri,Start,Nigeria,739175973,"181,839,400"
745,Abubakar Sadiq A. Mohammed,Stub,Nigeria,739176020,"181,839,400"
746,Aliyu Obaje,Stub,Nigeria,740306640,"181,839,400"
747,L. A. Fabunmi,Stub,Nigeria,740447269,"181,839,400"
748,Temi Ejoor,Start,Nigeria,741172432,"181,839,400"
749,John Yakubu,Stub,Nigeria,742117154,"181,839,400"
750,Boniface S. Emerengwa,Stub,Nigeria,742243239,"181,839,400"
751,Abdullahi Balarabe Salame,Start,Nigeria,742594594,"181,839,400"
752,Patrick Koshoni,Start,Nigeria,742684693,"181,839,400"
753,Samuel Ogeh,Stub,Nigeria,743083415,"181,839,400"
754,Tatari Ali,Start,Nigeria,743190896,"181,839,400"
755,Odigha Odigha,Stub,Nigeria,743856621,"181,839,400"
756,Aminu Safana,Stub,Nigeria,743862677,"181,839,400"
757,Mohammed Bello Adoke,Start,Nigeria,744087654,"181,839,400"
758,Samuel Bassey,Start,Nigeria,744117777,"181,839,400"
759,Oluyemi Adeniji,Start,Nigeria,744916250,"181,839,400"
760,Oseleye Ojuka,Start,Nigeria,745439794,"181,839,400"
761,Edwin Ume-Ezeoke,Stub,Nigeria,745595238,"181,839,400"
762,Raymond Njoku,Start,Nigeria,745786235,"181,839,400"
763,Tunji Otegbeye,C,Nigeria,746273474,"181,839,400"
764,Aminu Bashir Wali,Start,Nigeria,746438262,"181,839,400"
765,Bashir Yuguda,Stub,Nigeria,746534137,"181,839,400"
766,Frank Ajobena,Stub,Nigeria,746565081,"181,839,400"
767,Yarima Ibrahim,Stub,Nigeria,746756722,"181,839,400"
768,Sylvester Ugoh,Stub,Nigeria,747244277,"181,839,400"
769,National Security Advisor (Nigeria),Stub,Nigeria,747988410,"181,839,400"
770,Louis Mbanefo,Start,Nigeria,748101471,"181,839,400"
771,Olugbenga Ashiru,Stub,Nigeria,748515743,"181,839,400"
772,Nuhu Bamalli,Stub,Nigeria,748633284,"181,839,400"
773,"List of Governors of Northern Region, Nigeria",Stub,Nigeria,751053462,"181,839,400"
774,Adejoke Orelope-Adefulire,Stub,Nigeria,751780937,"181,839,400"
775,Remi Babalola,Start,Nigeria,752461243,"181,839,400"
776,Onaolapo Soleye,Stub,Nigeria,752630175,"181,839,400"
777,Dahiru Mohammed,Start,Nigeria,753093526,"181,839,400"
778,Dan Nwanyanwu,C,Nigeria,753193542,"181,839,400"
779,Sebastian Okechukwu Mezu,Start,Nigeria,753200315,"181,839,400"
780,James Shaibu Barka,Start,Nigeria,753201175,"181,839,400"
781,Danburam Abubakar Nuhu,Start,Nigeria,753215523,"181,839,400"
782,Tanko Yakasai,Stub,Nigeria,753870254,"181,839,400"
783,Ayo Fasanmi,Start,Nigeria,755225924,"181,839,400"
784,Timothy Shelpidi,Start,Nigeria,755597113,"181,839,400"
785,Feyisetan Fayose,Stub,Nigeria,756222460,"181,839,400"
786,Eme Okoro,Stub,Nigeria,756322600,"181,839,400"
787,Chukwuemeka Ngozichineke Wogu,Start,Nigeria,756392289,"181,839,400"
788,Sadiya Umar Farouq,Start,Nigeria,756592132,"181,839,400"
789,Ibrahim Bunu,Start,Nigeria,756731872,"181,839,400"
790,Mojisola Adekunle-Obasanjo,Stub,Nigeria,756827056,"181,839,400"
791,Yetunde Onanuga,Stub,Nigeria,756833464,"181,839,400"
792,Musa Mohammed Sada,Stub,Nigeria,757006942,"181,839,400"
793,Ebun Oyagbola,Start,Nigeria,757336511,"181,839,400"
